Name,Contact-info,Address,Category,area,latitude,longitude,url
Cama Beds,+91 9949465522,"Below Indus Ind Bank
          Address
          D No. 1-248,
          Bollaram Road,
          Miyapur,
          Hyderabad - 500049
          Telangana.
          
          Telephone: 9502102667",FURNITURE,miyapur,17.5200969,78.3538594,/Services/miyapur.html
Naryana Electricals,+91 9985863222,"E Seva
            Address
            Shop No. 1-40/1,
            Main Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9849754193",HOME APPLIANCES,miyapur,17.5200969,78.3538594,/Services/miyapur.html
Rathan Air Conditioners,+91 9705020555,"Opp. Janapriya Apartments
            Address
            D No. 2-1/8/2, Shop No. 1,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9885820595
            40 40042680",HOME APPLIANCES,miyapur,,,/Services/miyapur.html
Sri Sai Electrical & Winding Works,+91 8099993299,"Backside of Agaara Restaurant
            Address
            H. No. 1-112-3/8,
            Balaji Nagar,
            Miyapur,
            Hyderabad - 500049
            Telangana.",HOME APPLIANCES,miyapur,17.5200969,78.3538594,/Services/miyapur.html
Sony Electronics,+91 8885046008,"H. No. 44/2,
            Malla Reddy Complex,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 8885046003",HOME APPLIANCES,miyapur,17.5200969,78.3538594,/Services/miyapur.html
Balaji Electronics,+91 9849826571,"Near Sai Baba Temple
            Address
            H. No. 1-58, Fortune Heights, Shop No. 1 to 5,
            Survey No. 25, Madinaguda,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 8046030530
            40 42210418
            40 65653336",HOME APPLIANCES,miyapur,,,/Services/miyapur.html
World Cool,+91 9347372312,"Sai Teja Hospital
            Address
            Plot No. 23, Nandini Society, Old Police Station Rd, Hafeezpet, Ambedkar Nagar,
            Near Jana Priya Apartments,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 7702935145",HOME APPLIANCES,miyapur,,,/Services/miyapur.html
Sri Durga Bhavani Electricals,+91 9866915083,"Near Pragati Apartment
            Address
            No. 142,
            Jp Nagar Road, Madhava Nagar Colony, Balaji Nagar,
            Miyapur,
            Hyderabad - 500049
            Telangana.",HOME APPLIANCES,miyapur,,,/Services/miyapur.html
Sunflame Enterprises Pvt Ltd,+91 9290990714,"Mamatha Estate's,
            Miyapur,
            Hyderabad - 500049
            Telangana.",HOME APPLIANCES,miyapur,17.5200969,78.3538594,/Services/miyapur.html
Priya Electrical Works,+91 9959220747,"Near SRST Apartment
            Address
            H. No. 1-112/8,
            Widia Colony, Indira Nagar Colony, Talky Town Area,
            Miyapur,
            Hyderabad - 500049
            Telangana.",HOME APPLIANCES,miyapur,,,/Services/miyapur.html
Chandramouli Electricals & Home Appliances,+91 9059024739,"Behind Miyapur Bus Stop
            Address
            Shop No. 1-59,
            Indira Nagar Colony,
            Miyapur,
            Hyderabad - 500049
            Telangana.",HOME APPLIANCES,miyapur,17.496033,78.358057,/Services/miyapur.html
Vaishnavi Refrigerator & Electrical,+91 9866306990,"Miyapur E-Seva Center
            Address
            No. 1/49E,
            Vaddera Basti Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.",HOME APPLIANCES,miyapur,17.5200969,78.3538594,/Services/miyapur.html
Chandra Mouli Home Appliances & Electronics,+91 9246184495,"Miyapur Bus Stop
            Address
            No. 1-59,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 7675913316
            040 64564495
            040 40182836",HOME APPLIANCES,miyapur,,,/Services/miyapur.html
Rubi Fast Tech,+91 9542931605,"Bharat Petrol Bunk
            Address
            No. 1,
            Miyapur,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9966440808",HOME APPLIANCES,miyapur,17.5200969,78.3538594,/Services/miyapur.html
Anand Electronics,+91 9949886532,"Anantha Ram Complex
            Address
            Shop No. 1,
            Old Police Station Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.",HOME APPLIANCES,miyapur,17.48697716,78.3528158,/Services/miyapur.html
Regency Interiors,+91 9885999409,"Near Sai Ranga Theatre
            Address
            Flat No.106,
            Sai Ranga Bhaskara Residency ,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9849637149
            040-40214568",INTERIOR DESIGNERS,miyapur,,,/Services/miyapur.html
Archanaa Designs,+91 9963028666,"A.S.R. Raju Nagar,
            A.S.R. Raju Nagar,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9000531751",INTERIOR DESIGNERS,miyapur,17.5200969,78.3538594,/Services/miyapur.html
Innovative Interiors,+91 9246333701,"Sathya Bharathi Convention Centre
            Address
            Shop No. 309, Block No. 2,
            Prajay Apartment,
            Miyapur,
            Hyderabad - 500049
            Telangana.",INTERIOR DESIGNERS,miyapur,17.5200969,78.3538594,/Services/miyapur.html
SB Interior Solutions,+91 081426 66451,"No. 3, 1st floor, Sriven grand mall,
            miyapur,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 8142666454
            040-23046451",INTERIOR DESIGNERS,miyapur,,,/Services/miyapur.html
RN Interiors,+91 9989344533,"Plot no 896, HMT Suvurna puri Colony,
            Ramya Ground Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.",INTERIOR DESIGNERS,miyapur,17.5200969,78.3538594,/Services/miyapur.html
RBR Associates,+91 8897066600,"Reliance Fresh
            Address
            D No. 402, B Block,
            Kalki Chambers,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9030143350
            40 40178218",INTERIOR DESIGNERS,miyapur,,,/Services/miyapur.html
Sri Sai Interiors,+91 9700656549,"Reddy Labs
            Address
            Aurobindo Colony,
            Lane No. 2, mira resdiency,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9391145373",INTERIOR DESIGNERS,miyapur,,,/Services/miyapur.html
Krishna Interiors,+91 8712842001,"Janapriya Apartments
            Address
            Plot No. 4,
            Friends colony,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 8686458058",INTERIOR DESIGNERS,miyapur,,,/Services/miyapur.html
Varsha Multispeciality Dental Hospital,+91 40 23045522,"Beside Sairanga Theatre
            Address
            Ground Floor,
            Sai Ranga Bhaskar Residency,
            Miyapur,
            Hyderabad - 500049
            Telangana.",DENTAL CLINIC,miyapur,17.5200969,78.3538594,/Services/miyapur.html
Dr. Vijay Simha Raju,+91 9640663000,"Above Allahabad Bank
            Address
            1st Floor,
            JP Nagar X Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            40 42417777",DENTAL CLINIC,miyapur,17.5200969,78.3538594,/Services/miyapur.html
Dr. Praveen,+91 9177776566,"Opp. More & Body Line Gym
            Address
            Indra Reddy Alwyn Colony,
            Opp. More & Body Line GymAllywn Colony 'X' Roads,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            40 65403510",DENTAL CLINIC,miyapur,,,/Services/miyapur.html
Dr. Nagaraju Mekala,+91 9177776566,"Opp. More & Body Line Gym
            Address
            Indra Reddy Alwyn Colony,
            Allywn Colony 'X' Roads,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            40 65403510",DENTAL CLINIC,miyapur,,,/Services/miyapur.html
Ayurv health plus,+91 7801040206,"Opp SR Estate
            Address
            Plot No. 29,
            Talkie Town Theatre Lane,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9010713971",DENTAL CLINIC,miyapur,,,/Services/miyapur.html
Bhushans Homeo World,+91 9885663471,"Opposite Archana Hospital
            Address
            Ground Floor, Raghava Chambers,
            National Highway Madinaguda,
            Miyapur,
            Hyderabad - 500049
            Telangana.",DENTAL CLINIC,miyapur,,,/Services/miyapur.html
Sri Balaji Foot Wear,+91 9542097273,"Beside K.S. Bakers
            Address
            Shop No. 2, 3, 4,
            Miyapur,
            Hyderabad - 500049
            Telangana.",FOOTWEAR,miyapur,17.5200969,78.3538594,/Services/miyapur.html
Blooms Interiors,+91 9100102489,"Opp. RS Brother
            Address
            S. No. 2-133/1, First Floor,
            Madinaguda,
            Miyapur,
            Hyderabad - 500049
            Telangana.",FURNITURE,miyapur,17.5200969,78.3538594,/Services/miyapur.html
Vrishank Enterprises,+91 9000974666,"Near Bus Stop
            Address
            Madinaguda,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9000977666",FURNITURE,miyapur,17.5200969,78.3538594,/Services/miyapur.html
Sri Siddivinayaka Furniture,+91 9966999429,"Old Hafeezpet,
            Bawarchi Hotel,
            Miyapur,
            Hyderabad - 500049
            Telangana.",FURNITURE,miyapur,17.5200969,78.3538594,/Services/miyapur.html
Cama Beds,+91 9949465522,"Below Indus Ind Bank
            Address
            D No. 1-248,
            Bollaram Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.",FURNITURE,miyapur,17.50065305,78.36208974,/Services/miyapur.html
Bodyline Gym,+91 9391035791,"Near HDFC Bank
            Address
            Bollaram Road,
            J P Nagar X Roads,
            Miyapur,
            Hyderabad - 500049
            Telangana.",GYM,miyapur,17.49916413,78.36198451,/Services/miyapur.html
Real Fitness Gym,+91 8008004666,"Opp. Lalitha Gayatri Hospital
            Address
            H-No. 5-2/127, Phase 1,,Mythri Nagar, Madinaguda,
            Miyapur,
            Hyderabad - 500049
            Telangana.",GYM,miyapur,17.5200969,78.3538594,/Services/miyapur.html
Model Fitness Gym,+91 9700321425,"3rd Floor, Model Manzil Building,
            Old Police Station Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.",GYM,miyapur,17.48697716,78.3528158,/Services/miyapur.html
Bliss Bakers & Confectionaries,+91 9666892626,"Beside Sri Krishna Grand
            Address
            Balaji Nagar,
            Miyapur,
            Hyderabad - 500049
            Telangana.",ICE CREAM CENTER,miyapur,17.5200969,78.3538594,/Services/miyapur.html
Jai Bhavani Jewellers,+91 9030718911,"Beside Heritage Fresh
            Address
            Plot No. 1, Shop No. 2,
            JPN Nagar,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 8464934610",JEWELLERY SHOP,miyapur,,,/Services/miyapur.html
Sri Venkateshwara Mobiles,+91 9948058152,"Beside Narty Bakery
            Address
            Shop No. 1-264,
            Bollaram Road, Miyapur X Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.",MOBILE SHOP,miyapur,17.49916413,78.36198451,/Services/miyapur.html
Sri Laxmi Narasimha Swamy Mobiles,+91 9948997484,"Near Miyapur X Road
            Address
            Shop No. 1-112/3/1/11,
            Bollaram Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 7799445512",MOBILE SHOP,miyapur,,,/Services/miyapur.html
Indian Mobiles,+91 9059220293,"Near Miyapur X Road
            Address
            Shop No. 1-112/3/3,
            Bollaram Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.",MOBILE SHOP,miyapur,17.50065305,78.36208974,/Services/miyapur.html
OM Sai Mobiles,+91 9032404459,"Near Miyapur X Road
            Address
            Plot No. 1-254,
            Miyapur-Bollaram Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.",MOBILE SHOP,miyapur,17.5200969,78.3538594,/Services/miyapur.html
Ab Mobiles,+91 9059180602,"H.No 1-140/1, Janapriya Road,
            Old Police Station Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.",MOBILE SHOP,miyapur,17.48697716,78.3528158,/Services/miyapur.html
Vajra Brands In Clothing Store,+91 9553973066,"Opposite CBR Estates
            Address
            Deepthisri Nagar,
            Miyapur,
            Hyderabad - 500049
            Telangana.",CLOTHING STORE,miyapur,17.5010565,78.3397895,/Services/miyapur.html
24 Mantra Organic,+91 9032123232,"Plot No: 183, BHEL HIG Phase II ,
            Madinaguda, Manjeera Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            40 23041323",GROCERY SHOP,miyapur,17.5200969,78.3538594,/Services/miyapur.html
Hotel Hyderabad Grand,tel:7729992786,"Opposite Trident Hospital
Address
11-2/4 & 11-2/5,
Madhura Nagar,
Shamshabad,
Hyderabad - 501218
Telangana.

Telephone: 8413200187",HOTEL,shamshadad,17.2586285,78.3796301,/Services/shamshadad.html
Hotel Swagath Grand,tel:9247024446,"NH7,
Airport Road,
Shamshabad,
Hyderabad - 501218
Telangana.",HOTEL,shamshadad,17.24333692,78.40779945,/Services/shamshadad.html
Hotel Novotel,tel:40 66250000,"Rajiv Gandhi Intl Airport,
Shamshabad,
Hyderabad - 501218
Telangana.",HOTEL,shamshadad,17.24333692,78.40779945,/Services/shamshadad.html
Hotel Deccan Park,tel:8886855505,"Near Shamshabad Airport
Address
11-3/4,
Madhura Nagar, NH 44,
Shamshabad,
Hyderabad - 501218
Telangana.

Telephone: 8886755565",HOTEL,shamshadad,17.264944,78.392222,/Services/shamshadad.html
Hotel Novotel,tel:40 66250000,"Address
Rajiv Gandhi Intl Airport,
Shamshabad,
Hyderabad - 501218
Telangana.",BUSINESS HOTEL,shamshadad,17.24333692,78.40779945,/Services/shamshadad.html
Various Electronics & Mobiles,+91 9848426042,"Bsnl Office
            Address
            No. 11/58,
            Mahaveer Complex Sdh Road,
            Shamshabad,
            Hyderabad - 501218
            Telangana.
            
            Telephone: 9010309480",HOME APPLIANCES,shamshadad,,,/Services/shamshadad.html
Laxmi Cinema Theatre,+91 9848629807,"Main Road,
            Shamshabad,
            Hyderabad - 501218
            Telangana.",CINEMA,shamshadad,17.264944,78.392222,/Services/shamshadad.html
Sri Prema Cinema Theatre,+91 9948092081,"Near New Airport
            Address
            Srishailam Main Road,
            Padisharif Maheshwar Mandal, Tukkuguda,
            Shamshabad,
            Hyderabad - 501218
            Telangana.",CINEMA,shamshadad,17.264944,78.392222,/Services/shamshadad.html
Various Electronics & Mobiles,+91 9848426042,"Bsnl Office
            Address
            No. 11/58,
            Mahaveer Complex Sdh Road,
            Shamshabad,
            Hyderabad - 501218
            Telangana.
            
            Telephone: 9010309480",MOBILE SHOP,shamshadad,,,/Services/shamshadad.html
Urbana Men Clothing,+91 40 66603996,"Unit No. ISU03,
            Level F, GMR International Airport,
            Shamshabad,
            Hyderabad - 501218
            Telangana.",Clothing,shamshadad,17.264944,78.392222,/Services/shamshadad.html
Hotel Sitara Residency,+91 9246543444,"Door No 8-3-945/1, 2nd Floor,
            Vishnu Classic,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 23750382
            40 66844449",Hotels,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Hotel Athithi Inn,+91 9010611666,"Dharam Karan Road,
            Lal Bungalow Bus Stop,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 23739091",Hotels,ameerpeth,17.44196838,78.4502182,/Services/AMEERPET.HTML
Aditya Park,+91 40 66788888,"Aditya Trade Centre,
            Satyam Theatre Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",Hotels,ameerpeth,17.43683169,78.44397826,/Services/AMEERPET.HTML
Hotel Silver Park,+91 40 66451123,"Beside Satyam Theatre
            Address
            H No. 7-1-209/1/A,
            Ram Mirra Towers, Slate School Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 66451124",Hotels,ameerpeth,,,/Services/AMEERPET.HTML
Green Park Hotel,+91 40 66515151,"Main Road,
            Greenlands,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 67069999",Hotels,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Hometel Hotel,+91 40 66308888,"Adjacent to Satyam Theatre
            Address
            Balkampet Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",Hotels,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Hotel Tanisha,+91 9059051439,"Near RK Grand Shopping Mall
            Address
            H No. 8-3-945/A/6/1,
            Ameerpet Main Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",Hotels,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Beccun Hotel,+91 40 40072372,"Plot No 45, H. No. 7-1-212/A/30,
            Shivabagh,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 40072373",Hotels,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Hotel Sai Pearl,+91 9700878701,"Opp. Chennai Shopping Mall
            Address
            D. No. 8-3-944/9/D, Mahaboob Complex,
            Ameerpet Main Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",Hotels,ameerpeth,,,/Services/AMEERPET.HTML
Hotel Log Inn,+91 9248001619,"Cross Roads
            Address
            H No. 6-3-801 to 803, 4th Floor,
            Elephant House,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 23406611
            40 23406622",Hotels,ameerpeth,,,/Services/AMEERPET.HTML
Hotel Grandeur,+91 8185042768,"Opposite Chennai Shopping Mall
            Address
            H No. 8-3-945/A/1/1,
            Metro Pillar Number 10,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 44354646",Hotels,ameerpeth,,,/Services/AMEERPET.HTML
Aditya Hometel,+91 40 66308888,"Balkampet Road,
            Adjacent to Satyam Theatre,
            Ameerpet,
            Hyderabad - 500016
            Telangana",Hotels,ameerpeth,17.43948367,78.44827657,/Services/AMEERPET.HTML
Nethra Eye Institute,+91 9505040040,"Opp. Icici Bank
            Address
            D No. 8-3-215,
            Srinivas Nagar Colony West,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 66312345",Accidental Hospital,ameerpeth,,,/Services/AMEERPET.HTML
Prime Hospital,+91 40 44569999,"Besides Blue Fox Hotel
            Address
            Plot No. 4,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",Accidental Hospital,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Indo-US Hospital,+91 040 23782378,"No.7-1-57/B,
            Shyam Karan Road, Anand Bagh,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",Accidental Hospital,ameerpeth,17.44177961,78.45277804,/Services/AMEERPET.HTML
Casa Italia Furniture,+91 9347036969,"Opp. Allahabad Bank
            Address
            Dharamkaram Road Junction,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 66368930",Home Furniture,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Cache Furniture,+91 9052052044,"Opp. Allahabad Bank
            Address
            D No. 7-1-29/2,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",Home Furniture,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Modern Living,+91 40 23733016,"D No. 7-1-24/2/D, Next To Green Park Hotel, Greenlands,
            Ameerpet Rd, Leelanagar,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",Home Furniture,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Sethia Electrical & Refrigeration Company,+91 9246212172,"Beside MCH Sports Complex
            Address
            D. No. 7/1/54/A, Shop No.1 & 2A, Satya Sai Residency,
            Dharam Karam Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 23735944",ELECTRICIAN,ameerpeth,,,/Services/AMEERPET.HTML
Sri Sai Service Station,+91 9985466066,"Seesh Mahal Theatre
            Address
            Shop No. 7-1-94,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            040 40206066",ELECTRICIAN,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Aditi Electronics,+91 9000737332,"Above Imroze Hotel Ameerpet X Roads
            Address
            7-1-616/130,
            Rahmath Complex , 1st floor,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40-66660401",ELECTRICIAN,ameerpeth,,,/Services/AMEERPET.HTML
S.S. Electronics,+91 40 40033634,"Ameerpet X Road
            Address
            Shop No. 5,
            1st Floor, Elephant House,
            Ameerpet,
            Hyderabad - 500016
            Telangana",ELECTRICIAN,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Adith Electronics,+91 9246150400,"M.C.H. Market
            Address
            7-1-616/130,
            Rahmath Complex,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",ELECTRICIAN,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
VTS Cooling Systems,+91 9848911485,"Image Hospital
            Address
            Flat No. 107, Sri Rama Krishna Towers,
            Nagarjuan Nagar,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            040 23737495",ELECTRICIAN,ameerpeth,,,/Services/AMEERPET.HTML
Samsung Plaza,+91 40 23736302,"Near Green Land
            Address
            Door No. 7-1-23/1,
            Fly Over Turn,
            Ameerpet,
            Hyderabad - 500016
            Telangana",ELECTRICIAN,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
E-Zone Future Retail Limited,+91 40 6651 1037,"Old Gold Spot Building
            Address
            Big Bazar Mall, GS 24,
            Ameerpet,
            Hyderabad - 500016
            Telangana",ELECTRICIAN,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
M.M. Patel & Company,+91 9966331845,"Domalguda Building
            Address
            No. 302,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            
            Telephone: 9618091679",ELECTRICIAN,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Vishal Electronics,+91 040 23754548,"Seesh Mahal Theatre
            Address
            No. 7-1-95/3,
            Swathi Avenue,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",ELECTRICIAN,ameerpeth,17.43665,78.449248,/Services/AMEERPET.HTML
Sri Manikanta Electrical Works,+91 9949161196,"Sonabai Temple
            Address
            Shop No. 7/1/413/11,
            Ameerpet Main Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",ELECTRICIAN,ameerpeth,17.43557142,78.45192829,/Services/AMEERPET.HTML
Ma Electronics Servicing Audio & Video,+91 9848272797,"Sri Sai Supermarket
            Address
            Shop No. 7-1-81/2,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            
            Telephone: 9848417570",ELECTRICIAN,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Maruti Electrical Works,+91 9347036081,"Padala Rama Reddi Law College
            Address
            No. 8/3/713/12,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            
            Telephone: 8522854621",ELECTRICIAN,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Aq Techno Service,+91 8185893020,"Noor Masjid
            Address
            No. 2-3-512/30/C,
            Chenna Reddy Nagar,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            
            Telephone: 8071602061
            040 65997860",ELECTRICIAN,ameerpeth,,,/Services/AMEERPET.HTML
Azeem Electronic & Mobiles,+91 9951416190,"Rbi Quarters Lane
            Address
            Door No. 6-3-834/C,
            Preethi Complex, MCH Market Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",ELECTRICIAN,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Expert Cooling Controls,+91 9246584164,"Pjr Statue
            Address
            No. 8-3-169/264,
            Sanjeevaiah Colony, Raju Colony Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",ELECTRICIAN,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Ardes Architects & Interior Designers,+91 9849318214,"Near Laxmi Photo Studio
            Address
            H.No. 7-1-212,
            Shivbagh Complex,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            
            Telephone: 9849239664
            40 23753316",INTERIOR DESIGNER,ameerpeth,,,/Services/AMEERPET.HTML
Architects And Interior Designers,+91 9849844248,"Opp.Gurudwara
            Address
            202, 1st Floor, Gurukrupa Complex,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",INTERIOR DESIGNER,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
ARoades Architects & Interior Designers,+91 040-23753316,"Near to SR Nagar Police Station
            Address
            No. 7-1-212 ,
            Balkampet Road, ShivBagh,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",INTERIOR DESIGNER,ameerpeth,17.44029999,78.44849996,/Services/AMEERPET.HTML
Loura Interior Designers,+91 9885753773,"Flat No. 601,
            Vasan Eye Care Building, Siri Estate,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",INTERIOR DESIGNER,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Freelance Interior Designer,+91 40 33246696,"Sowmya Childern Hospital
            Address
            Door No.148/srt ,
            Sanjeeva Reddy Nagar,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",INTERIOR DESIGNER,ameerpeth,17.441361,78.447323,/Services/AMEERPET.HTML
Fantasies Financial Services,+91 9866700008,"Beside Bus Stop
            Address
            Shop No. 28,
            Huda Maitrivanam,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",LEGAL & FINANCE SERVICES,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Airtel Store,+91 9949155062,"Opposite Green Park Hotel
            Address
            H.No 6-3-866/A, Flat-No. 103,
            1 st Floor, Mayank Plaza,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",INTERNET SERVICE PROVIDER,ameerpeth,,,/Services/AMEERPET.HTML
Tata Tele Services,+91 7416227525,"Opposite Mytrivanam
            Address
            Shop No. 48,
            Nilgiri Block, Aditya Enclave,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",INTERNET SERVICE PROVIDER,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
"OM'S Beauty Salon, Women & Men",+91 40 23735754,"Near Green Park Hotel
            Address
            Shop No. 14, 15,
            Divyasakthi Complex,
            Ameerpet,
            Hyderabad - 500016
            Telangana",SPA & SALOON,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
Lakme Saloon,+91 9505833739,"Beside Athithi Inn Hotel
            Address
            Shop No. 101B, 7-1-59/2 & 59/6,
            Mandhana Towers,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 66252013
            40 66202013",SPA & SALOON,ameerpeth,,,/Services/AMEERPET.HTML
CV International Academy of Beauty,+91 9581020039,"Opposite Green Park Hotel
            Address
            1st Floor ,
            SBN Arcade, Green Lands,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 6651441133",SPA & SALOON,ameerpeth,,,/Services/AMEERPET.HTML
Opulence Hair & Beauty Saloon,+91 9032003434,"Beside IDBI Bank
            Address
            3rd Floor, Karthik Chambers,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 40045087",SPA & SALOON,ameerpeth,17.44734,78.4499531,/Services/AMEERPET.HTML
OM'S Beauty Saloon,+91 9849097516,"Shop no.2.11,Ground Floor ,
            Rahmath commercial complex,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40-23732613",SPA & SALOON,ameerpeth,17.43694681,78.44401967,/Services/AMEERPET.HTML
Naturals Salon,+91 9704556461,"Near Indo US Hospital
            Address
            D-No. 7-1-28/12/1, Survey No. 125,
            Serenity Plaza, Dharamkaram Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            
            Telephone: 7416665111
            40 66144421",SPA & SALOON,ameerpeth,,,/Services/AMEERPET.HTML
Nayna Beauty Saloon,+91 9515578920,"Near KVB Bank, Bata Show Room Lane
            Address
            H.No. 8-3-94/K/L,
            1st Floor, LSY Estate,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            
            Telephone: 9100228003",SPA & SALOON,ameerpeth,,,/Services/AMEERPET.HTML
Maya Academy Of Advanced Cinematics,+91 8712809078,"Beside Satyam Theater
            Address
            Flat-No. 201 & 301, 2 & 3rd Floors, Star Meena Mehtab Residency,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            
            Telephone: 9052404142
            40 40023555
            40 40032666",CINEMA,ameerpeth,,,/Services/AMEERPET.HTML
Carnival Cinema Theatre,+91 9391374718,"H No. 8-3-949/1,
            G S 24 Carat Building,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            
            Telephone: 9391374729
            40 30581470
            40 39828000",CINEMA,ameerpeth,,,/Services/AMEERPET.HTML
