Name,Contact-info,Address,Category,area,latitude,longitude
Sri Sai Krishna Laser ENT Clinic,tel:9441227898,"Behind Miyapur Bus Stop
Address
Door No. 1-30,
Miyapur,
Hyderabad - 500049
Telangana.",HOSPITAL,miyapur,17.5200969,78.3538594
Naturals Salon,tel:8978958585,"Beside ICICI Bank
Address
Shop No. 101-103,
Hemadurga Plaza, Allwyn X Roads,
Miyapur,
Hyderabad - 500049
Telangana.
40 40070025",SPA & SALOON,miyapur,17.5200969,78.3538594
Green Trends Salon,tel:7845907544,"Opposite Ratna Deep Super Market
Address
D-No. 1-11/2, 1st Floor, Dominos ,
Miyapur,
Hyderabad - 500049
Telangana.
40 40114788",SPA & SALOON,miyapur,17.5200969,78.3538594
Radix Unisex Spa & Saloon,tel:7097909564,"Address
Shop No. 8-203, 2nd Floor,
Beijing Bistro Chinese Restaurant, Allwyn Colony,
Miyapur,
Hyderabad - 500049
Telangana.
40 40058588",SPA & SALOON,miyapur,17.5200969,78.3538594
Jyothi Cinema Theatre,tel:9346675651,"Bollaram Road,
Miyapur,
Hyderabad - 500049
Telangana.",CINEMA THEATRE,miyapur,17.50065305,78.36208974
Sai Ranga Cinema Theatre,tel:9440766994,"No. 1-138/1, Plot No. P-4 to 88,
Mumbai Highway,
Miyapur,
Hyderabad - 500049
Telangana.",CINEMA THEATRE,miyapur,17.49602235,78.3383123
Chandra Mouli Electrical & Electronics & Home Appliances,+91 9059024739,"Behind Bus Stop
            Address
            Shop No. 1-59,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9246184495",HOME NEEDS,miyapur,17.5200969,78.3538594
Siri Home Appliances,+91 40 40153434,"Opp Archana Hospital
            Address
            Shop No. 13, H. No. 55/C/12,
            Raghava Towers,
            Miyapur,
            Hyderabad - 500049
            Telangana.",HOME NEEDS,miyapur,17.5200969,78.3538594
Sri Siddivinayaka Furniture,+91 9966999429,"Old Hafeezpet,
          Bawarchi Hotel,
          Miyapur,
          Hyderabad - 500049
          Telangana",FURNITURE,miyapur,17.5200969,78.3538594
Vrishank Enterprises,+91 9000974666,"Near Bus Stop
          Address
          Madinaguda,
          Miyapur,
          Hyderabad - 500049
          Telangana.
          
          Telephone: 9000977666",FURNITURE,miyapur,17.5200969,78.3538594
Blooms Interiors,+91 9100102489,"Opp. RS Brother
          Address
          S. No. 2-133/1, First Floor,
          Madinaguda,
          Miyapur,
          Hyderabad - 500049
          Telangana.",FURNITURE,miyapur,17.5200969,78.3538594
Cama Beds,+91 9949465522,"Below Indus Ind Bank
          Address
          D No. 1-248,
          Bollaram Road,
          Miyapur,
          Hyderabad - 500049
          Telangana.
          
          Telephone: 9502102667",FURNITURE,miyapur,17.5200969,78.3538594
Naryana Electricals,+91 9985863222,"E Seva
            Address
            Shop No. 1-40/1,
            Main Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9849754193",HOME APPLIANCES,miyapur,17.5200969,78.3538594
Rathan Air Conditioners,+91 9705020555,"Opp. Janapriya Apartments
            Address
            D No. 2-1/8/2, Shop No. 1,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9885820595
            40 40042680",HOME APPLIANCES,miyapur,,
Sri Sai Electrical & Winding Works,+91 8099993299,"Backside of Agaara Restaurant
            Address
            H. No. 1-112-3/8,
            Balaji Nagar,
            Miyapur,
            Hyderabad - 500049
            Telangana.",HOME APPLIANCES,miyapur,17.5200969,78.3538594
Sony Electronics,+91 8885046008,"H. No. 44/2,
            Malla Reddy Complex,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 8885046003",HOME APPLIANCES,miyapur,17.5200969,78.3538594
Balaji Electronics,+91 9849826571,"Near Sai Baba Temple
            Address
            H. No. 1-58, Fortune Heights, Shop No. 1 to 5,
            Survey No. 25, Madinaguda,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 8046030530
            40 42210418
            40 65653336",HOME APPLIANCES,miyapur,,
World Cool,+91 9347372312,"Sai Teja Hospital
            Address
            Plot No. 23, Nandini Society, Old Police Station Rd, Hafeezpet, Ambedkar Nagar,
            Near Jana Priya Apartments,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 7702935145",HOME APPLIANCES,miyapur,,
Sri Durga Bhavani Electricals,+91 9866915083,"Near Pragati Apartment
            Address
            No. 142,
            Jp Nagar Road, Madhava Nagar Colony, Balaji Nagar,
            Miyapur,
            Hyderabad - 500049
            Telangana.",HOME APPLIANCES,miyapur,,
Sunflame Enterprises Pvt Ltd,+91 9290990714,"Mamatha Estate's,
            Miyapur,
            Hyderabad - 500049
            Telangana.",HOME APPLIANCES,miyapur,17.5200969,78.3538594
Priya Electrical Works,+91 9959220747,"Near SRST Apartment
            Address
            H. No. 1-112/8,
            Widia Colony, Indira Nagar Colony, Talky Town Area,
            Miyapur,
            Hyderabad - 500049
            Telangana.",HOME APPLIANCES,miyapur,,
Chandramouli Electricals & Home Appliances,+91 9059024739,"Behind Miyapur Bus Stop
            Address
            Shop No. 1-59,
            Indira Nagar Colony,
            Miyapur,
            Hyderabad - 500049
            Telangana.",HOME APPLIANCES,miyapur,17.496033,78.358057
Vaishnavi Refrigerator & Electrical,+91 9866306990,"Miyapur E-Seva Center
            Address
            No. 1/49E,
            Vaddera Basti Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.",HOME APPLIANCES,miyapur,17.5200969,78.3538594
Chandra Mouli Home Appliances & Electronics,+91 9246184495,"Miyapur Bus Stop
            Address
            No. 1-59,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 7675913316
            040 64564495
            040 40182836",HOME APPLIANCES,miyapur,,
Rubi Fast Tech,+91 9542931605,"Bharat Petrol Bunk
            Address
            No. 1,
            Miyapur,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9966440808",HOME APPLIANCES,miyapur,17.5200969,78.3538594
Anand Electronics,+91 9949886532,"Anantha Ram Complex
            Address
            Shop No. 1,
            Old Police Station Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.",HOME APPLIANCES,miyapur,17.48697716,78.3528158
Regency Interiors,+91 9885999409,"Near Sai Ranga Theatre
            Address
            Flat No.106,
            Sai Ranga Bhaskara Residency ,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9849637149
            040-40214568",INTERIOR DESIGNERS,miyapur,,
Archanaa Designs,+91 9963028666,"A.S.R. Raju Nagar,
            A.S.R. Raju Nagar,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9000531751",INTERIOR DESIGNERS,miyapur,17.5200969,78.3538594
Innovative Interiors,+91 9246333701,"Sathya Bharathi Convention Centre
            Address
            Shop No. 309, Block No. 2,
            Prajay Apartment,
            Miyapur,
            Hyderabad - 500049
            Telangana.",INTERIOR DESIGNERS,miyapur,17.5200969,78.3538594
SB Interior Solutions,+91 081426 66451,"No. 3, 1st floor, Sriven grand mall,
            miyapur,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 8142666454
            040-23046451",INTERIOR DESIGNERS,miyapur,,
RN Interiors,+91 9989344533,"Plot no 896, HMT Suvurna puri Colony,
            Ramya Ground Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.",INTERIOR DESIGNERS,miyapur,17.5200969,78.3538594
RBR Associates,+91 8897066600,"Reliance Fresh
            Address
            D No. 402, B Block,
            Kalki Chambers,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9030143350
            40 40178218",INTERIOR DESIGNERS,miyapur,,
Sri Sai Interiors,+91 9700656549,"Reddy Labs
            Address
            Aurobindo Colony,
            Lane No. 2, mira resdiency,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9391145373",INTERIOR DESIGNERS,miyapur,,
Krishna Interiors,+91 8712842001,"Janapriya Apartments
            Address
            Plot No. 4,
            Friends colony,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 8686458058",INTERIOR DESIGNERS,miyapur,,
Varsha Multispeciality Dental Hospital,+91 40 23045522,"Beside Sairanga Theatre
            Address
            Ground Floor,
            Sai Ranga Bhaskar Residency,
            Miyapur,
            Hyderabad - 500049
            Telangana.",DENTAL CLINIC,miyapur,17.5200969,78.3538594
Dr. Vijay Simha Raju,+91 9640663000,"Above Allahabad Bank
            Address
            1st Floor,
            JP Nagar X Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            40 42417777",DENTAL CLINIC,miyapur,17.5200969,78.3538594
Dr. Praveen,+91 9177776566,"Opp. More & Body Line Gym
            Address
            Indra Reddy Alwyn Colony,
            Opp. More & Body Line GymAllywn Colony 'X' Roads,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            40 65403510",DENTAL CLINIC,miyapur,,
Dr. Nagaraju Mekala,+91 9177776566,"Opp. More & Body Line Gym
            Address
            Indra Reddy Alwyn Colony,
            Allywn Colony 'X' Roads,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            40 65403510",DENTAL CLINIC,miyapur,,
Ayurv health plus,+91 7801040206,"Opp SR Estate
            Address
            Plot No. 29,
            Talkie Town Theatre Lane,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9010713971",DENTAL CLINIC,miyapur,,
Bhushans Homeo World,+91 9885663471,"Opposite Archana Hospital
            Address
            Ground Floor, Raghava Chambers,
            National Highway Madinaguda,
            Miyapur,
            Hyderabad - 500049
            Telangana.",DENTAL CLINIC,miyapur,,
Sri Balaji Foot Wear,+91 9542097273,"Beside K.S. Bakers
            Address
            Shop No. 2, 3, 4,
            Miyapur,
            Hyderabad - 500049
            Telangana.",FOOTWEAR,miyapur,17.5200969,78.3538594
Blooms Interiors,+91 9100102489,"Opp. RS Brother
            Address
            S. No. 2-133/1, First Floor,
            Madinaguda,
            Miyapur,
            Hyderabad - 500049
            Telangana.",FURNITURE,miyapur,17.5200969,78.3538594
Vrishank Enterprises,+91 9000974666,"Near Bus Stop
            Address
            Madinaguda,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 9000977666",FURNITURE,miyapur,17.5200969,78.3538594
Sri Siddivinayaka Furniture,+91 9966999429,"Old Hafeezpet,
            Bawarchi Hotel,
            Miyapur,
            Hyderabad - 500049
            Telangana.",FURNITURE,miyapur,17.5200969,78.3538594
Cama Beds,+91 9949465522,"Below Indus Ind Bank
            Address
            D No. 1-248,
            Bollaram Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.",FURNITURE,miyapur,17.50065305,78.36208974
Bodyline Gym,+91 9391035791,"Near HDFC Bank
            Address
            Bollaram Road,
            J P Nagar X Roads,
            Miyapur,
            Hyderabad - 500049
            Telangana.",GYM,miyapur,17.49916413,78.36198451
Real Fitness Gym,+91 8008004666,"Opp. Lalitha Gayatri Hospital
            Address
            H-No. 5-2/127, Phase 1,,Mythri Nagar, Madinaguda,
            Miyapur,
            Hyderabad - 500049
            Telangana.",GYM,miyapur,17.5200969,78.3538594
Model Fitness Gym,+91 9700321425,"3rd Floor, Model Manzil Building,
            Old Police Station Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.",GYM,miyapur,17.48697716,78.3528158
Bliss Bakers & Confectionaries,+91 9666892626,"Beside Sri Krishna Grand
            Address
            Balaji Nagar,
            Miyapur,
            Hyderabad - 500049
            Telangana.",ICE CREAM CENTER,miyapur,17.5200969,78.3538594
Jai Bhavani Jewellers,+91 9030718911,"Beside Heritage Fresh
            Address
            Plot No. 1, Shop No. 2,
            JPN Nagar,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 8464934610",JEWELLERY SHOP,miyapur,,
Sri Venkateshwara Mobiles,+91 9948058152,"Beside Narty Bakery
            Address
            Shop No. 1-264,
            Bollaram Road, Miyapur X Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.",MOBILE SHOP,miyapur,17.49916413,78.36198451
Sri Laxmi Narasimha Swamy Mobiles,+91 9948997484,"Near Miyapur X Road
            Address
            Shop No. 1-112/3/1/11,
            Bollaram Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            
            Telephone: 7799445512",MOBILE SHOP,miyapur,,
Indian Mobiles,+91 9059220293,"Near Miyapur X Road
            Address
            Shop No. 1-112/3/3,
            Bollaram Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.",MOBILE SHOP,miyapur,17.50065305,78.36208974
OM Sai Mobiles,+91 9032404459,"Near Miyapur X Road
            Address
            Plot No. 1-254,
            Miyapur-Bollaram Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.",MOBILE SHOP,miyapur,17.5200969,78.3538594
Ab Mobiles,+91 9059180602,"H.No 1-140/1, Janapriya Road,
            Old Police Station Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.",MOBILE SHOP,miyapur,17.48697716,78.3528158
Vajra Brands In Clothing Store,+91 9553973066,"Opposite CBR Estates
            Address
            Deepthisri Nagar,
            Miyapur,
            Hyderabad - 500049
            Telangana.",CLOTHING STORE,miyapur,17.5010565,78.3397895
24 Mantra Organic,+91 9032123232,"Plot No: 183, BHEL HIG Phase II ,
            Madinaguda, Manjeera Road,
            Miyapur,
            Hyderabad - 500049
            Telangana.
            40 23041323",GROCERY SHOP,miyapur,17.5200969,78.3538594
Hotel Hyderabad Grand,tel:7729992786,"Opposite Trident Hospital
Address
11-2/4 & 11-2/5,
Madhura Nagar,
Shamshabad,
Hyderabad - 501218
Telangana.

Telephone: 8413200187",HOTEL,shamshadad,17.2586285,78.3796301
Hotel Swagath Grand,tel:9247024446,"NH7,
Airport Road,
Shamshabad,
Hyderabad - 501218
Telangana.",HOTEL,shamshadad,17.24333692,78.40779945
Hotel Novotel,tel:40 66250000,"Rajiv Gandhi Intl Airport,
Shamshabad,
Hyderabad - 501218
Telangana.",HOTEL,shamshadad,17.24333692,78.40779945
Hotel Deccan Park,tel:8886855505,"Near Shamshabad Airport
Address
11-3/4,
Madhura Nagar, NH 44,
Shamshabad,
Hyderabad - 501218
Telangana.

Telephone: 8886755565",HOTEL,shamshadad,17.264944,78.392222
Hotel Novotel,tel:40 66250000,"Address
Rajiv Gandhi Intl Airport,
Shamshabad,
Hyderabad - 501218
Telangana.",BUSINESS HOTEL,shamshadad,17.24333692,78.40779945
Various Electronics & Mobiles,+91 9848426042,"Bsnl Office
            Address
            No. 11/58,
            Mahaveer Complex Sdh Road,
            Shamshabad,
            Hyderabad - 501218
            Telangana.
            
            Telephone: 9010309480",HOME APPLIANCES,shamshadad,,
Laxmi Cinema Theatre,+91 9848629807,"Main Road,
            Shamshabad,
            Hyderabad - 501218
            Telangana.",CINEMA,shamshadad,17.264944,78.392222
Sri Prema Cinema Theatre,+91 9948092081,"Near New Airport
            Address
            Srishailam Main Road,
            Padisharif Maheshwar Mandal, Tukkuguda,
            Shamshabad,
            Hyderabad - 501218
            Telangana.",CINEMA,shamshadad,17.264944,78.392222
Various Electronics & Mobiles,+91 9848426042,"Bsnl Office
            Address
            No. 11/58,
            Mahaveer Complex Sdh Road,
            Shamshabad,
            Hyderabad - 501218
            Telangana.
            
            Telephone: 9010309480",MOBILE SHOP,shamshadad,,
Urbana Men Clothing,+91 40 66603996,"Unit No. ISU03,
            Level F, GMR International Airport,
            Shamshabad,
            Hyderabad - 501218
            Telangana.",Clothing,shamshadad,17.264944,78.392222
Hotel Sitara Residency,+91 9246543444,"Door No 8-3-945/1, 2nd Floor,
            Vishnu Classic,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 23750382
            40 66844449",Hotels,ameerpeth,17.44734,78.4499531
Hotel Athithi Inn,+91 9010611666,"Dharam Karan Road,
            Lal Bungalow Bus Stop,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 23739091",Hotels,ameerpeth,17.44196838,78.4502182
Aditya Park,+91 40 66788888,"Aditya Trade Centre,
            Satyam Theatre Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",Hotels,ameerpeth,17.43683169,78.44397826
Hotel Silver Park,+91 40 66451123,"Beside Satyam Theatre
            Address
            H No. 7-1-209/1/A,
            Ram Mirra Towers, Slate School Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 66451124",Hotels,ameerpeth,,
Green Park Hotel,+91 40 66515151,"Main Road,
            Greenlands,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 67069999",Hotels,ameerpeth,17.44734,78.4499531
Hometel Hotel,+91 40 66308888,"Adjacent to Satyam Theatre
            Address
            Balkampet Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",Hotels,ameerpeth,17.44734,78.4499531
Hotel Tanisha,+91 9059051439,"Near RK Grand Shopping Mall
            Address
            H No. 8-3-945/A/6/1,
            Ameerpet Main Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",Hotels,ameerpeth,17.44734,78.4499531
Beccun Hotel,+91 40 40072372,"Plot No 45, H. No. 7-1-212/A/30,
            Shivabagh,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 40072373",Hotels,ameerpeth,17.44734,78.4499531
Hotel Sai Pearl,+91 9700878701,"Opp. Chennai Shopping Mall
            Address
            D. No. 8-3-944/9/D, Mahaboob Complex,
            Ameerpet Main Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",Hotels,ameerpeth,,
Hotel Log Inn,+91 9248001619,"Cross Roads
            Address
            H No. 6-3-801 to 803, 4th Floor,
            Elephant House,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 23406611
            40 23406622",Hotels,ameerpeth,,
Hotel Grandeur,+91 8185042768,"Opposite Chennai Shopping Mall
            Address
            H No. 8-3-945/A/1/1,
            Metro Pillar Number 10,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 44354646",Hotels,ameerpeth,,
Aditya Hometel,+91 40 66308888,"Balkampet Road,
            Adjacent to Satyam Theatre,
            Ameerpet,
            Hyderabad - 500016
            Telangana",Hotels,ameerpeth,17.43948367,78.44827657
Nethra Eye Institute,+91 9505040040,"Opp. Icici Bank
            Address
            D No. 8-3-215,
            Srinivas Nagar Colony West,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 66312345",Accidental Hospital,ameerpeth,,
Prime Hospital,+91 40 44569999,"Besides Blue Fox Hotel
            Address
            Plot No. 4,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",Accidental Hospital,ameerpeth,17.44734,78.4499531
Indo-US Hospital,+91 040 23782378,"No.7-1-57/B,
            Shyam Karan Road, Anand Bagh,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",Accidental Hospital,ameerpeth,17.44177961,78.45277804
Casa Italia Furniture,+91 9347036969,"Opp. Allahabad Bank
            Address
            Dharamkaram Road Junction,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 66368930",Home Furniture,ameerpeth,17.44734,78.4499531
Cache Furniture,+91 9052052044,"Opp. Allahabad Bank
            Address
            D No. 7-1-29/2,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",Home Furniture,ameerpeth,17.44734,78.4499531
Modern Living,+91 40 23733016,"D No. 7-1-24/2/D, Next To Green Park Hotel, Greenlands,
            Ameerpet Rd, Leelanagar,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",Home Furniture,ameerpeth,17.44734,78.4499531
Sethia Electrical & Refrigeration Company,+91 9246212172,"Beside MCH Sports Complex
            Address
            D. No. 7/1/54/A, Shop No.1 & 2A, Satya Sai Residency,
            Dharam Karam Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 23735944",ELECTRICIAN,ameerpeth,,
Sri Sai Service Station,+91 9985466066,"Seesh Mahal Theatre
            Address
            Shop No. 7-1-94,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            040 40206066",ELECTRICIAN,ameerpeth,17.44734,78.4499531
Aditi Electronics,+91 9000737332,"Above Imroze Hotel Ameerpet X Roads
            Address
            7-1-616/130,
            Rahmath Complex , 1st floor,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40-66660401",ELECTRICIAN,ameerpeth,,
S.S. Electronics,+91 40 40033634,"Ameerpet X Road
            Address
            Shop No. 5,
            1st Floor, Elephant House,
            Ameerpet,
            Hyderabad - 500016
            Telangana",ELECTRICIAN,ameerpeth,17.44734,78.4499531
Adith Electronics,+91 9246150400,"M.C.H. Market
            Address
            7-1-616/130,
            Rahmath Complex,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",ELECTRICIAN,ameerpeth,17.44734,78.4499531
VTS Cooling Systems,+91 9848911485,"Image Hospital
            Address
            Flat No. 107, Sri Rama Krishna Towers,
            Nagarjuan Nagar,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            040 23737495",ELECTRICIAN,ameerpeth,,
Samsung Plaza,+91 40 23736302,"Near Green Land
            Address
            Door No. 7-1-23/1,
            Fly Over Turn,
            Ameerpet,
            Hyderabad - 500016
            Telangana",ELECTRICIAN,ameerpeth,17.44734,78.4499531
E-Zone Future Retail Limited,+91 40 6651 1037,"Old Gold Spot Building
            Address
            Big Bazar Mall, GS 24,
            Ameerpet,
            Hyderabad - 500016
            Telangana",ELECTRICIAN,ameerpeth,17.44734,78.4499531
M.M. Patel & Company,+91 9966331845,"Domalguda Building
            Address
            No. 302,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            
            Telephone: 9618091679",ELECTRICIAN,ameerpeth,17.44734,78.4499531
Vishal Electronics,+91 040 23754548,"Seesh Mahal Theatre
            Address
            No. 7-1-95/3,
            Swathi Avenue,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",ELECTRICIAN,ameerpeth,17.43665,78.449248
Sri Manikanta Electrical Works,+91 9949161196,"Sonabai Temple
            Address
            Shop No. 7/1/413/11,
            Ameerpet Main Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",ELECTRICIAN,ameerpeth,17.43557142,78.45192829
Ma Electronics Servicing Audio & Video,+91 9848272797,"Sri Sai Supermarket
            Address
            Shop No. 7-1-81/2,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            
            Telephone: 9848417570",ELECTRICIAN,ameerpeth,17.44734,78.4499531
Maruti Electrical Works,+91 9347036081,"Padala Rama Reddi Law College
            Address
            No. 8/3/713/12,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            
            Telephone: 8522854621",ELECTRICIAN,ameerpeth,17.44734,78.4499531
Aq Techno Service,+91 8185893020,"Noor Masjid
            Address
            No. 2-3-512/30/C,
            Chenna Reddy Nagar,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            
            Telephone: 8071602061
            040 65997860",ELECTRICIAN,ameerpeth,,
Azeem Electronic & Mobiles,+91 9951416190,"Rbi Quarters Lane
            Address
            Door No. 6-3-834/C,
            Preethi Complex, MCH Market Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",ELECTRICIAN,ameerpeth,17.44734,78.4499531
Expert Cooling Controls,+91 9246584164,"Pjr Statue
            Address
            No. 8-3-169/264,
            Sanjeevaiah Colony, Raju Colony Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",ELECTRICIAN,ameerpeth,17.44734,78.4499531
Ardes Architects & Interior Designers,+91 9849318214,"Near Laxmi Photo Studio
            Address
            H.No. 7-1-212,
            Shivbagh Complex,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            
            Telephone: 9849239664
            40 23753316",INTERIOR DESIGNER,ameerpeth,,
Architects And Interior Designers,+91 9849844248,"Opp.Gurudwara
            Address
            202, 1st Floor, Gurukrupa Complex,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",INTERIOR DESIGNER,ameerpeth,17.44734,78.4499531
ARoades Architects & Interior Designers,+91 040-23753316,"Near to SR Nagar Police Station
            Address
            No. 7-1-212 ,
            Balkampet Road, ShivBagh,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",INTERIOR DESIGNER,ameerpeth,17.44029999,78.44849996
Loura Interior Designers,+91 9885753773,"Flat No. 601,
            Vasan Eye Care Building, Siri Estate,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",INTERIOR DESIGNER,ameerpeth,17.44734,78.4499531
Freelance Interior Designer,+91 40 33246696,"Sowmya Childern Hospital
            Address
            Door No.148/srt ,
            Sanjeeva Reddy Nagar,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",INTERIOR DESIGNER,ameerpeth,17.441361,78.447323
Fantasies Financial Services,+91 9866700008,"Beside Bus Stop
            Address
            Shop No. 28,
            Huda Maitrivanam,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",LEGAL & FINANCE SERVICES,ameerpeth,17.44734,78.4499531
Airtel Store,+91 9949155062,"Opposite Green Park Hotel
            Address
            H.No 6-3-866/A, Flat-No. 103,
            1 st Floor, Mayank Plaza,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",INTERNET SERVICE PROVIDER,ameerpeth,,
Tata Tele Services,+91 7416227525,"Opposite Mytrivanam
            Address
            Shop No. 48,
            Nilgiri Block, Aditya Enclave,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",INTERNET SERVICE PROVIDER,ameerpeth,17.44734,78.4499531
"OM'S Beauty Salon, Women & Men",+91 40 23735754,"Near Green Park Hotel
            Address
            Shop No. 14, 15,
            Divyasakthi Complex,
            Ameerpet,
            Hyderabad - 500016
            Telangana",SPA & SALOON,ameerpeth,17.44734,78.4499531
Lakme Saloon,+91 9505833739,"Beside Athithi Inn Hotel
            Address
            Shop No. 101B, 7-1-59/2 & 59/6,
            Mandhana Towers,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 66252013
            40 66202013",SPA & SALOON,ameerpeth,,
CV International Academy of Beauty,+91 9581020039,"Opposite Green Park Hotel
            Address
            1st Floor ,
            SBN Arcade, Green Lands,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 6651441133",SPA & SALOON,ameerpeth,,
Opulence Hair & Beauty Saloon,+91 9032003434,"Beside IDBI Bank
            Address
            3rd Floor, Karthik Chambers,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40 40045087",SPA & SALOON,ameerpeth,17.44734,78.4499531
OM'S Beauty Saloon,+91 9849097516,"Shop no.2.11,Ground Floor ,
            Rahmath commercial complex,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            40-23732613",SPA & SALOON,ameerpeth,17.43694681,78.44401967
Naturals Salon,+91 9704556461,"Near Indo US Hospital
            Address
            D-No. 7-1-28/12/1, Survey No. 125,
            Serenity Plaza, Dharamkaram Road,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            
            Telephone: 7416665111
            40 66144421",SPA & SALOON,ameerpeth,,
Nayna Beauty Saloon,+91 9515578920,"Near KVB Bank, Bata Show Room Lane
            Address
            H.No. 8-3-94/K/L,
            1st Floor, LSY Estate,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            
            Telephone: 9100228003",SPA & SALOON,ameerpeth,,
Maya Academy Of Advanced Cinematics,+91 8712809078,"Beside Satyam Theater
            Address
            Flat-No. 201 & 301, 2 & 3rd Floors, Star Meena Mehtab Residency,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            
            Telephone: 9052404142
            40 40023555
            40 40032666",CINEMA,ameerpeth,,
Carnival Cinema Theatre,+91 9391374718,"H No. 8-3-949/1,
            G S 24 Carat Building,
            Ameerpet,
            Hyderabad - 500016
            Telangana.
            
            Telephone: 9391374729
            40 30581470
            40 39828000",CINEMA,ameerpeth,,
Minerva Coffee Shop,+91 40 23757525,"Opposite Aditya Trade Center
            Address
            Plot No. 3, Regency Plaza,
            Ameerpet,
            Hyderabad - 500016
            Telangana.",CAFE,ameerpeth,17.44734,78.4499531
